Year,Month,State,County,Rate
2001,February,Michigan,Cass County,4.7
2001,February,Michigan,Allegan County,4.5
2001,February,Michigan,Crawford County,6.7
2001,February,Michigan,Bay County,6
2001,February,Michigan,Emmet County,8.3
2001,February,Michigan,Grand Traverse County,6.1
2001,February,Michigan,Isabella County,4.5
2001,February,Michigan,Houghton County,7
2001,February,Michigan,Muskegon County,6
2001,February,Michigan,Lake County,9
2001,February,Michigan,Chippewa County,9.9
2001,February,Michigan,Clinton County,3.5
2001,February,Michigan,Manistee County,8.7
2001,February,Michigan,Osceola County,7.8
2001,February,Michigan,Ottawa County,3.9
2001,February,Michigan,Lenawee County,5.2
2001,February,Michigan,Ionia County,5.4
2001,February,Michigan,Sanilac County,7.8
2001,February,Michigan,Gogebic County,6.3
2001,February,Michigan,Delta County,8.3
2001,February,Michigan,Otsego County,7.1
2001,February,Michigan,Montcalm County,6.2
2001,February,Michigan,Monroe County,4.8
2001,February,Michigan,Shiawassee County,5.7
2001,February,Michigan,Iron County,8.4
2001,February,Michigan,Ingham County,3.9
2001,February,Michigan,Branch County,5.4
2001,February,Michigan,Saint Clair County,5.8
2001,February,Michigan,Schoolcraft County,12.9
2001,February,Michigan,Kalamazoo County,4.1
2001,February,Michigan,Keweenaw County,10.7
2001,February,Michigan,Ogemaw County,10.2
2001,February,Michigan,Leelanau County,5.1
2001,February,Michigan,Midland County,4.5
2001,February,Michigan,Antrim County,7.5
2001,February,Michigan,Ontonagon County,9
2001,February,Michigan,Newaygo County,7.5
2001,February,Michigan,Kent County,4.3
2001,February,Michigan,Presque Isle County,16.4
2001,February,Michigan,Luce County,9.9
2001,February,Michigan,Van Buren County,6.2
2001,October,Michigan,Livingston County,3.9
2001,October,Michigan,Clare County,6.4
2001,October,Michigan,Macomb County,5.2
2001,October,Michigan,Baraga County,6.9
2001,October,Michigan,Mason County,8.3
2001,October,Michigan,Eaton County,3.4
2001,October,Michigan,Calhoun County,5
2001,October,Michigan,Iosco County,7.6
2001,October,Michigan,Benzie County,4.6
2001,October,Michigan,Alcona County,8.1
2001,October,Michigan,Alger County,4.5
2001,October,Michigan,Gladwin County,6.4
2001,October,Michigan,Huron County,6.8
2001,October,Michigan,Mecosta County,4.7
2001,October,Michigan,Menominee County,5.3
2001,October,Michigan,Marquette County,3.9
2001,October,Michigan,Gratiot County,5.2
2001,October,Michigan,Kalkaska County,6.2
2001,October,Michigan,Montmorency County,7.2
2001,October,Michigan,Saint Joseph County,6.5
2001,October,Michigan,Charlevoix County,5
2001,October,Michigan,Mackinac County,3.2
2001,October,Michigan,Washtenaw County,3.1
2001,October,Michigan,Dickinson County,4.3
2001,October,Michigan,Barry County,4.3
2001,October,Michigan,Arenac County,6.3
2001,October,Michigan,Tuscola County,5.9
2001,October,Michigan,Oscoda County,6.5
2001,October,Michigan,Wayne County,6.3
2001,October,Michigan,Roscommon County,5.2
2001,October,Michigan,Alpena County,6
2001,October,Michigan,Jackson County,5.5
2001,October,Michigan,Saginaw County,5.5
2001,October,Michigan,Missaukee County,4.7
2001,October,Michigan,Genesee County,5.8
2001,October,Michigan,Hillsdale County,5.3
2001,October,Michigan,Cheboygan County,4.5
2001,October,Michigan,Wexford County,6.4
2001,October,Michigan,Berrien County,5.3
2001,October,Michigan,Oceana County,4.9
2001,October,Michigan,Oakland County,4.6
2001,October,Michigan,Lapeer County,6.3
2001,October,Michigan,Cass County,5
2001,October,Michigan,Allegan County,4.3
2001,October,Michigan,Crawford County,4.8
2001,October,Michigan,Bay County,4.7
2001,October,Michigan,Emmet County,4.3
2001,October,Michigan,Grand Traverse County,4
2001,October,Michigan,Isabella County,3.4
2001,October,Michigan,Houghton County,4.5
2001,October,Michigan,Muskegon County,5.7
2001,October,Michigan,Lake County,6.5
2001,October,Michigan,Chippewa County,5
2001,October,Michigan,Clinton County,3.1
2001,October,Michigan,Manistee County,5.3
2001,October,Michigan,Osceola County,5.7
2001,October,Michigan,Ottawa County,4.2
2001,October,Michigan,Lenawee County,6
2001,October,Michigan,Ionia County,5.2
2001,October,Michigan,Sanilac County,5.7
2001,October,Michigan,Gogebic County,6.1
2001,October,Michigan,Delta County,5
2001,October,Michigan,Otsego County,5.1
2001,October,Michigan,Montcalm County,6.7
2001,October,Michigan,Monroe County,4.2
2001,October,Michigan,Shiawassee County,5.5
2001,October,Michigan,Iron County,4.5
2001,October,Michigan,Ingham County,3.7
2001,October,Michigan,Branch County,5.2
2001,October,Michigan,Saint Clair County,5.8
2001,October,Michigan,Schoolcraft County,5.5
2001,October,Michigan,Kalamazoo County,4
2001,October,Michigan,Keweenaw County,4.3
2001,October,Michigan,Ogemaw County,5.8
2001,October,Michigan,Leelanau County,2.9
2001,October,Michigan,Midland County,4
2001,October,Michigan,Antrim County,5.1
2001,October,Michigan,Ontonagon County,5.5
2001,October,Michigan,Newaygo County,5
2001,October,Michigan,Kent County,4.9
2001,October,Michigan,Presque Isle County,5.8
2001,October,Michigan,Luce County,4.7
2001,October,Michigan,Van Buren County,4.8
2001,March,Michigan,Livingston County,3.5
2001,March,Michigan,Clare County,9
2001,March,Michigan,Macomb County,4.9
2001,March,Michigan,Baraga County,10
2001,March,Michigan,Mason County,10.8
2001,March,Michigan,Eaton County,3.9
2001,March,Michigan,Calhoun County,5.7
2001,March,Michigan,Iosco County,12.1
2001,March,Michigan,Benzie County,9
2001,March,Michigan,Alcona County,13.1
2001,March,Michigan,Alger County,7.9
2001,March,Michigan,Gladwin County,8.7
2001,March,Michigan,Huron County,8.3
2001,March,Michigan,Mecosta County,6.8
2001,March,Michigan,Menominee County,6.1
2001,March,Michigan,Marquette County,6.3
2001,March,Michigan,Gratiot County,6.2
2001,March,Michigan,Kalkaska County,9.1
2001,March,Michigan,Montmorency County,14.8
2001,March,Michigan,Saint Joseph County,6.1
2001,March,Michigan,Charlevoix County,7.6
2001,March,Michigan,Mackinac County,18.9
2001,March,Michigan,Washtenaw County,2.9
2001,March,Michigan,Dickinson County,5.8
2001,March,Michigan,Barry County,5.3
2001,March,Michigan,Arenac County,10.6
2001,March,Michigan,Tuscola County,8
2001,March,Michigan,Oscoda County,12.6
2001,March,Michigan,Wayne County,5.5
2001,March,Michigan,Roscommon County,9.1
2001,March,Michigan,Alpena County,10.5
2001,March,Michigan,Jackson County,5.3
2001,March,Michigan,Saginaw County,6.6
2001,March,Michigan,Missaukee County,9.3
2001,March,Michigan,Genesee County,6.3
2001,March,Michigan,Hillsdale County,6.6
2001,March,Michigan,Cheboygan County,17.2
2001,March,Michigan,Wexford County,9.9
2001,March,Michigan,Berrien County,5.8
2001,March,Michigan,Oceana County,10.1
2001,March,Michigan,Oakland County,3.8
2001,March,Michigan,Lapeer County,6
2001,March,Michigan,Cass County,5.2
2001,March,Michigan,Allegan County,4.7
2001,March,Michigan,Crawford County,7
2001,March,Michigan,Bay County,6.4
2001,March,Michigan,Emmet County,8.7
2001,March,Michigan,Grand Traverse County,6.2
2001,March,Michigan,Isabella County,4.9
2001,March,Michigan,Houghton County,7.8
2001,March,Michigan,Muskegon County,6.4
2001,March,Michigan,Lake County,9.2
2001,March,Michigan,Chippewa County,10
2001,March,Michigan,Clinton County,3.7
2001,March,Michigan,Manistee County,8.6
2001,March,Michigan,Osceola County,8
2001,March,Michigan,Ottawa County,4.1
2001,March,Michigan,Lenawee County,5.7
2001,March,Michigan,Ionia County,5.6
2001,March,Michigan,Sanilac County,8.5
2001,March,Michigan,Gogebic County,7.3
2001,March,Michigan,Delta County,8.4
2001,March,Michigan,Otsego County,7.5
2001,March,Michigan,Montcalm County,6.1
2001,March,Michigan,Monroe County,5.1
2001,March,Michigan,Shiawassee County,5.9
2001,March,Michigan,Iron County,8.8
2001,March,Michigan,Ingham County,4.2
2001,March,Michigan,Branch County,5.6
2001,March,Michigan,Saint Clair County,6.5
2001,March,Michigan,Schoolcraft County,13.7
2001,March,Michigan,Kalamazoo County,4.3
2001,March,Michigan,Keweenaw County,10.7
2001,March,Michigan,Ogemaw County,10
2001,March,Michigan,Leelanau County,5.2
2001,March,Michigan,Midland County,4.9
2001,March,Michigan,Antrim County,7.8
2001,March,Michigan,Ontonagon County,9.3
2001,March,Michigan,Newaygo County,7.4
2001,March,Michigan,Kent County,4.7
2001,March,Michigan,Presque Isle County,15.5
2001,March,Michigan,Luce County,8.8
2001,March,Michigan,Van Buren County,6.1
2001,August,Michigan,Livingston County,3.7
2001,August,Michigan,Clare County,5.9
2001,August,Michigan,Macomb County,5.1
2001,August,Michigan,Baraga County,7.1
2001,August,Michigan,Mason County,8.7
2001,August,Michigan,Eaton County,3.6
2001,August,Michigan,Calhoun County,4.9
2001,August,Michigan,Iosco County,7.4
2001,August,Michigan,Benzie County,3.8
2001,August,Michigan,Alcona County,8.7
2001,August,Michigan,Alger County,4.6
2001,August,Michigan,Gladwin County,6
2001,August,Michigan,Huron County,7.7
2001,August,Michigan,Mecosta County,4.8
2001,August,Michigan,Menominee County,5.4
2001,August,Michigan,Marquette County,4.9
2001,August,Michigan,Gratiot County,5.3
2001,August,Michigan,Kalkaska County,6.7
2001,August,Michigan,Montmorency County,7.6
2001,August,Michigan,Saint Joseph County,5.7
2001,August,Michigan,Charlevoix County,4.9
2001,August,Michigan,Mackinac County,2.4
2001,August,Michigan,Washtenaw County,3
2001,August,Michigan,Dickinson County,4.6
2001,August,Michigan,Barry County,4.2
2001,August,Michigan,Arenac County,5.7
2001,August,Michigan,Tuscola County,6.4
2001,August,Michigan,Oscoda County,6.2
2001,August,Michigan,Wayne County,6
2001,August,Michigan,Roscommon County,5.1
2001,August,Michigan,Alpena County,6.8
2001,August,Michigan,Jackson County,5.2
2001,August,Michigan,Saginaw County,5.6
2001,August,Michigan,Missaukee County,5.1
2001,August,Michigan,Genesee County,6.3
2001,August,Michigan,Hillsdale County,5.4
2001,August,Michigan,Cheboygan County,3.6
2001,August,Michigan,Wexford County,6.5
2001,August,Michigan,Berrien County,5.1
2001,August,Michigan,Oceana County,5
2001,August,Michigan,Oakland County,4.7
2001,August,Michigan,Lapeer County,7.1
2001,August,Michigan,Cass County,4.1
2001,August,Michigan,Allegan County,4.1
2001,August,Michigan,Crawford County,4.3
2001,August,Michigan,Bay County,5.1
2001,August,Michigan,Emmet County,3.8
2001,August,Michigan,Grand Traverse County,3.9
2001,August,Michigan,Isabella County,3.6
2001,August,Michigan,Houghton County,5.1
2001,August,Michigan,Muskegon County,5.9
2001,August,Michigan,Lake County,6.4
2001,August,Michigan,Chippewa County,5.7
2001,August,Michigan,Clinton County,3.1
2001,August,Michigan,Manistee County,5.1
2001,August,Michigan,Osceola County,5.7
2001,August,Michigan,Ottawa County,4.1
2001,August,Michigan,Lenawee County,5
2001,August,Michigan,Ionia County,4.1
2001,August,Michigan,Sanilac County,5.7
2001,August,Michigan,Gogebic County,6.5
2001,August,Michigan,Delta County,5.3
2001,August,Michigan,Otsego County,4.6
2001,August,Michigan,Montcalm County,5.3
2001,August,Michigan,Monroe County,4.2
2001,August,Michigan,Shiawassee County,5.4
2001,August,Michigan,Iron County,4.7
2001,August,Michigan,Ingham County,3.8
2001,August,Michigan,Branch County,5.1
2001,August,Michigan,Saint Clair County,5.9
2001,August,Michigan,Schoolcraft County,6.2
2001,August,Michigan,Kalamazoo County,4.2
2001,August,Michigan,Keweenaw County,4.4
2001,August,Michigan,Ogemaw County,5.8
2001,August,Michigan,Leelanau County,2.7
2001,August,Michigan,Midland County,4.1
2001,August,Michigan,Antrim County,5.1
2001,August,Michigan,Ontonagon County,5.6
2001,August,Michigan,Newaygo County,5.1
2001,August,Michigan,Kent County,4.8
2001,August,Michigan,Presque Isle County,5.8
2001,August,Michigan,Luce County,5.3
2001,August,Michigan,Van Buren County,4.5
2001,May,Michigan,Livingston County,3
2001,May,Michigan,Clare County,6.5
2001,May,Michigan,Macomb County,4.3
2001,May,Michigan,Baraga County,9.5
2001,May,Michigan,Mason County,9
2001,May,Michigan,Eaton County,3.3
2001,May,Michigan,Calhoun County,5.1
2001,May,Michigan,Iosco County,9.1
2001,May,Michigan,Benzie County,5.2
2001,May,Michigan,Alcona County,9.2
2001,May,Michigan,Alger County,6.8
2001,May,Michigan,Gladwin County,6.3
2001,May,Michigan,Huron County,5.8
2001,May,Michigan,Mecosta County,5.1
2001,May,Michigan,Menominee County,4.6
2001,May,Michigan,Marquette County,5
2001,May,Michigan,Gratiot County,4.9
2001,May,Michigan,Kalkaska County,7.1
2001,May,Michigan,Montmorency County,8.7
2001,May,Michigan,Saint Joseph County,5.7
2001,May,Michigan,Charlevoix County,5.5
2001,May,Michigan,Mackinac County,4.5
2001,May,Michigan,Washtenaw County,2.9
2001,May,Michigan,Dickinson County,4.5
2001,May,Michigan,Barry County,4.1
2001,May,Michigan,Arenac County,7
2001,May,Michigan,Tuscola County,5.6
2001,May,Michigan,Oscoda County,7.8
2001,May,Michigan,Wayne County,4.9
2001,May,Michigan,Roscommon County,6.2
2001,May,Michigan,Alpena County,7.3
2001,May,Michigan,Jackson County,4.9
2001,May,Michigan,Saginaw County,5.6
2001,May,Michigan,Missaukee County,5.9
2001,May,Michigan,Genesee County,5.7
2001,May,Michigan,Hillsdale County,5.4
2001,May,Michigan,Cheboygan County,6
2001,May,Michigan,Wexford County,7.7
2001,May,Michigan,Berrien County,5.3
2001,May,Michigan,Oceana County,6.6
2001,May,Michigan,Oakland County,3.5
2001,May,Michigan,Lapeer County,4.2
2001,May,Michigan,Cass County,4.2
2001,May,Michigan,Allegan County,3.8
2001,May,Michigan,Crawford County,5.1
2001,May,Michigan,Bay County,5
2001,May,Michigan,Emmet County,5.5
2001,May,Michigan,Grand Traverse County,4.5
2001,May,Michigan,Isabella County,3.6
2001,May,Michigan,Houghton County,6.2
2001,May,Michigan,Muskegon County,6
2001,May,Michigan,Lake County,6.8
2001,May,Michigan,Chippewa County,7.1
2001,May,Michigan,Clinton County,3
2001,May,Michigan,Manistee County,5.7
2001,May,Michigan,Osceola County,6.2
2001,May,Michigan,Ottawa County,3.7
2001,May,Michigan,Lenawee County,4.6
2001,May,Michigan,Ionia County,4.5
2001,May,Michigan,Sanilac County,5.9
2001,May,Michigan,Gogebic County,8.3
2001,May,Michigan,Delta County,6.2
2001,May,Michigan,Otsego County,5.5
2001,May,Michigan,Montcalm County,5.7
2001,May,Michigan,Monroe County,4.1
2001,May,Michigan,Shiawassee County,4.8
2001,May,Michigan,Iron County,6.8
2001,May,Michigan,Ingham County,3.7
2001,May,Michigan,Branch County,5
2001,May,Michigan,Saint Clair County,5.1
2001,May,Michigan,Schoolcraft County,8.5
2001,May,Michigan,Kalamazoo County,4.2
2001,May,Michigan,Keweenaw County,7.6
2001,May,Michigan,Ogemaw County,6.7
2001,May,Michigan,Leelanau County,3.3
2001,May,Michigan,Midland County,4.1
2001,May,Michigan,Antrim County,6
2001,May,Michigan,Ontonagon County,8.8
2001,May,Michigan,Newaygo County,5.3
2001,May,Michigan,Kent County,4.3
2001,May,Michigan,Presque Isle County,8
2001,May,Michigan,Luce County,7
2001,May,Michigan,Van Buren County,4.8
2001,January,Michigan,Livingston County,3.3
2001,January,Michigan,Clare County,9.1
2001,January,Michigan,Macomb County,5.1
2001,January,Michigan,Baraga County,9.5
2001,January,Michigan,Mason County,8.6
2001,January,Michigan,Eaton County,3.7
2001,January,Michigan,Calhoun County,5.4
2001,January,Michigan,Iosco County,11.1
2001,January,Michigan,Benzie County,8.1
2001,January,Michigan,Alcona County,12.4
2001,January,Michigan,Alger County,7.8
2001,January,Michigan,Gladwin County,8
2001,January,Michigan,Huron County,7.9
2001,January,Michigan,Mecosta County,7
2001,January,Michigan,Menominee County,5.9
2001,January,Michigan,Marquette County,5.9
2001,January,Michigan,Gratiot County,6.3
2001,January,Michigan,Kalkaska County,8.6
2001,January,Michigan,Montmorency County,12.6
2001,January,Michigan,Saint Joseph County,6.1
2001,January,Michigan,Charlevoix County,6.9
2001,January,Michigan,Mackinac County,19.1
2001,January,Michigan,Washtenaw County,2.7
2001,January,Michigan,Dickinson County,5.7
2001,January,Michigan,Barry County,4.8
2001,January,Michigan,Arenac County,10.2
2001,January,Michigan,Tuscola County,7.2
2001,January,Michigan,Oscoda County,10.5
2001,January,Michigan,Wayne County,5.9
2001,January,Michigan,Roscommon County,8.8
2001,January,Michigan,Alpena County,9.5
2001,January,Michigan,Jackson County,5.1
2001,January,Michigan,Saginaw County,6.1
2001,January,Michigan,Missaukee County,10.4
2001,January,Michigan,Genesee County,6.6
2001,January,Michigan,Hillsdale County,7
2001,January,Michigan,Cheboygan County,17
2001,January,Michigan,Wexford County,12.8
2001,January,Michigan,Berrien County,5.8
2001,January,Michigan,Oceana County,10.9
2001,January,Michigan,Oakland County,3.8
2001,January,Michigan,Lapeer County,7.2
2001,January,Michigan,Cass County,5.3
2001,January,Michigan,Allegan County,4.4
2001,January,Michigan,Crawford County,6.1
2001,January,Michigan,Bay County,5.9
2001,January,Michigan,Emmet County,8.3
2001,January,Michigan,Grand Traverse County,5.6
2001,January,Michigan,Isabella County,4.4
2001,January,Michigan,Houghton County,7.1
2001,January,Michigan,Muskegon County,5.7
2001,January,Michigan,Lake County,9.5
2001,January,Michigan,Chippewa County,9.7
2001,January,Michigan,Clinton County,3.6
2001,January,Michigan,Manistee County,8.3
2001,January,Michigan,Osceola County,10.4
2001,January,Michigan,Ottawa County,3.9
2001,January,Michigan,Lenawee County,5.1
2001,January,Michigan,Ionia County,5.5
2001,January,Michigan,Sanilac County,7.6
2001,January,Michigan,Gogebic County,6.6
2001,January,Michigan,Delta County,8
2001,January,Michigan,Otsego County,6.2
2001,January,Michigan,Montcalm County,6.6
2001,January,Michigan,Monroe County,5.4
2001,January,Michigan,Shiawassee County,5.8
2001,January,Michigan,Iron County,7.9
2001,January,Michigan,Ingham County,3.9
2001,January,Michigan,Branch County,5.8
2001,January,Michigan,Saint Clair County,6.8
2001,January,Michigan,Schoolcraft County,13
2001,January,Michigan,Kalamazoo County,3.8
2001,January,Michigan,Keweenaw County,9.7
2001,January,Michigan,Ogemaw County,9.6
2001,January,Michigan,Leelanau County,4.9
2001,January,Michigan,Midland County,4.4
2001,January,Michigan,Antrim County,8.1
2001,January,Michigan,Ontonagon County,8.7
2001,January,Michigan,Newaygo County,7.7
2001,January,Michigan,Kent County,4
2001,January,Michigan,Presque Isle County,15.8
2001,January,Michigan,Luce County,7.2
2001,January,Michigan,Van Buren County,6.5
2001,June,Michigan,Livingston County,3.4
2001,June,Michigan,Clare County,6.4
2001,June,Michigan,Macomb County,4.9
2001,June,Michigan,Baraga County,9
2001,June,Michigan,Mason County,9.5
2001,June,Michigan,Eaton County,3.9
2001,June,Michigan,Calhoun County,5.3
2001,June,Michigan,Iosco County,9
2001,June,Michigan,Benzie County,5
2001,June,Michigan,Alcona County,9.3
2001,June,Michigan,Alger County,6.1
2001,June,Michigan,Gladwin County,6.5
2001,June,Michigan,Huron County,6.1
2001,June,Michigan,Mecosta County,5.5
2001,June,Michigan,Menominee County,5.8
2001,June,Michigan,Marquette County,7.9
2001,June,Michigan,Gratiot County,5.5
2001,June,Michigan,Kalkaska County,6.1
2001,June,Michigan,Montmorency County,8.7
2001,June,Michigan,Saint Joseph County,6.3
2001,June,Michigan,Charlevoix County,5.1
2001,June,Michigan,Mackinac County,3.5
2001,June,Michigan,Washtenaw County,3.4
2001,June,Michigan,Dickinson County,5
2001,June,Michigan,Barry County,4.3
2001,June,Michigan,Arenac County,7.2
2001,June,Michigan,Tuscola County,6.1
2001,June,Michigan,Oscoda County,8
2001,June,Michigan,Wayne County,5.8
2001,June,Michigan,Roscommon County,6.2
2001,June,Michigan,Alpena County,7.9
2001,June,Michigan,Jackson County,5.5
2001,June,Michigan,Saginaw County,5.9
2001,June,Michigan,Missaukee County,6.3
2001,June,Michigan,Genesee County,6.1
2001,June,Michigan,Hillsdale County,5.9
2001,June,Michigan,Cheboygan County,4.8
2001,June,Michigan,Wexford County,8.4
2001,June,Michigan,Berrien County,5.7
2001,June,Michigan,Oceana County,6.3
2001,June,Michigan,Oakland County,4.1
2001,June,Michigan,Lapeer County,5
2001,June,Michigan,Cass County,4.6
2001,June,Michigan,Allegan County,4.3
2001,June,Michigan,Crawford County,5.2
2001,June,Michigan,Bay County,5.4
2001,June,Michigan,Emmet County,5
2001,June,Michigan,Grand Traverse County,4.4
2001,June,Michigan,Isabella County,4.2
2001,June,Michigan,Houghton County,6
2001,June,Michigan,Muskegon County,6.3
2001,June,Michigan,Lake County,7.9
2001,June,Michigan,Chippewa County,7
2001,June,Michigan,Clinton County,3.6
2001,June,Michigan,Manistee County,6
2001,June,Michigan,Osceola County,6.4
2001,June,Michigan,Ottawa County,4.2
2001,June,Michigan,Lenawee County,5.2
2001,June,Michigan,Ionia County,4.8
2001,June,Michigan,Sanilac County,6.1
2001,June,Michigan,Gogebic County,8.2
2001,June,Michigan,Delta County,6.2
2001,June,Michigan,Otsego County,5.6
2001,June,Michigan,Montcalm County,5.7
2001,June,Michigan,Monroe County,4.8
2001,June,Michigan,Shiawassee County,5.3
2001,June,Michigan,Iron County,6.3
2001,June,Michigan,Ingham County,4.3
2001,June,Michigan,Branch County,5.2
2001,June,Michigan,Saint Clair County,5.8
2001,June,Michigan,Schoolcraft County,7.7
2001,June,Michigan,Kalamazoo County,4.6
2001,June,Michigan,Keweenaw County,6.6
2001,June,Michigan,Ogemaw County,6.6
2001,June,Michigan,Leelanau County,3.3
2001,June,Michigan,Midland County,4.4
2001,June,Michigan,Antrim County,5.6
2001,June,Michigan,Ontonagon County,8
2001,June,Michigan,Newaygo County,5.6
2001,June,Michigan,Kent County,5
2001,June,Michigan,Presque Isle County,7.5
2001,June,Michigan,Luce County,6.4
2001,June,Michigan,Van Buren County,5.6
2001,September,Michigan,Livingston County,3.5
2001,September,Michigan,Clare County,5.7
2001,September,Michigan,Macomb County,4.9
2001,September,Michigan,Baraga County,8.9
2001,September,Michigan,Mason County,7.9
2001,September,Michigan,Eaton County,3.4
2001,September,Michigan,Calhoun County,4.9
2001,September,Michigan,Iosco County,7.2
2001,September,Michigan,Benzie County,3.9
2001,September,Michigan,Alcona County,8.6
2001,September,Michigan,Alger County,4.3
2001,September,Michigan,Gladwin County,5.9
2001,September,Michigan,Huron County,6.4
2001,September,Michigan,Mecosta County,4.4
2001,September,Michigan,Menominee County,4.8
2001,September,Michigan,Marquette County,3.9
2001,September,Michigan,Gratiot County,5.1
2001,September,Michigan,Kalkaska County,6.1
2001,September,Michigan,Montmorency County,7.3
2001,September,Michigan,Saint Joseph County,5.9
2001,September,Michigan,Charlevoix County,4.6
2001,September,Michigan,Mackinac County,2.4
2001,September,Michigan,Washtenaw County,3.1
2001,September,Michigan,Dickinson County,4.1
2001,September,Michigan,Barry County,4.1
2001,September,Michigan,Arenac County,5.6
2001,September,Michigan,Tuscola County,5.9
2001,September,Michigan,Oscoda County,6.3
2001,September,Michigan,Wayne County,5.7
2001,September,Michigan,Roscommon County,4.8
2001,September,Michigan,Alpena County,6.2
2001,September,Michigan,Jackson County,5.1
2001,September,Michigan,Saginaw County,5.4
2001,September,Michigan,Missaukee County,4.9
2001,September,Michigan,Genesee County,5.6
2001,September,Michigan,Hillsdale County,4.9
2001,September,Michigan,Cheboygan County,3.7
2001,September,Michigan,Wexford County,6
2001,September,Michigan,Berrien County,5.1
2001,September,Michigan,Oceana County,4.8
2001,September,Michigan,Oakland County,4.2
2001,September,Michigan,Lapeer County,5.5
2001,September,Michigan,Cass County,3.9
2001,September,Michigan,Allegan County,3.9
2001,September,Michigan,Crawford County,4.4
2001,September,Michigan,Bay County,4.8
2001,September,Michigan,Emmet County,3.9
2001,September,Michigan,Grand Traverse County,4
2001,September,Michigan,Isabella County,3.4
2001,September,Michigan,Houghton County,4.6
2001,September,Michigan,Muskegon County,5.5
2001,September,Michigan,Lake County,6
2001,September,Michigan,Chippewa County,5.2
2001,September,Michigan,Clinton County,3
2001,September,Michigan,Manistee County,5.1
2001,September,Michigan,Osceola County,5.4
2001,September,Michigan,Ottawa County,3.9
2001,September,Michigan,Lenawee County,4.6
2001,September,Michigan,Ionia County,4.2
2001,September,Michigan,Sanilac County,5.5
2001,September,Michigan,Gogebic County,5.7
2001,September,Michigan,Delta County,4.5
2001,September,Michigan,Otsego County,4.8
2001,September,Michigan,Montcalm County,5
2001,September,Michigan,Monroe County,4
2001,September,Michigan,Shiawassee County,5.1
2001,September,Michigan,Iron County,4.5
2001,September,Michigan,Ingham County,3.7
2001,September,Michigan,Branch County,4.9
2001,September,Michigan,Saint Clair County,5.6
2001,September,Michigan,Schoolcraft County,5.4
2001,September,Michigan,Kalamazoo County,4.1
2001,September,Michigan,Keweenaw County,4.4
2001,September,Michigan,Ogemaw County,5.7
2001,September,Michigan,Leelanau County,3.1
2001,September,Michigan,Midland County,4.1
2001,September,Michigan,Antrim County,5.1
2001,September,Michigan,Ontonagon County,5.1
2001,September,Michigan,Newaygo County,4.9
2001,September,Michigan,Kent County,4.7
2001,September,Michigan,Presque Isle County,5.7
2001,September,Michigan,Luce County,4.9
2001,September,Michigan,Van Buren County,4.7
2001,April,Michigan,Livingston County,2.7
2001,April,Michigan,Clare County,7.4
2001,April,Michigan,Macomb County,4.1
2001,April,Michigan,Baraga County,10.3
2001,April,Michigan,Mason County,9
2001,April,Michigan,Eaton County,3.4
2001,April,Michigan,Calhoun County,4.9
2001,April,Michigan,Iosco County,10.6
2001,April,Michigan,Benzie County,6.7
2001,April,Michigan,Alcona County,11.3
2001,April,Michigan,Alger County,7.9
2001,April,Michigan,Gladwin County,7
2001,April,Michigan,Huron County,6.6
2001,April,Michigan,Mecosta County,5.2
2001,April,Michigan,Menominee County,5.4
2001,April,Michigan,Marquette County,5.5
2001,April,Michigan,Gratiot County,5.1
2001,April,Michigan,Kalkaska County,8.4
2001,April,Michigan,Montmorency County,12.5
2001,April,Michigan,Saint Joseph County,5.3
2001,April,Michigan,Charlevoix County,6.5
2001,April,Michigan,Mackinac County,14.8
2001,April,Michigan,Washtenaw County,2.6
2001,April,Michigan,Dickinson County,5.4
2001,April,Michigan,Barry County,4.2
2001,April,Michigan,Arenac County,8.3
2001,April,Michigan,Tuscola County,6.4
2001,April,Michigan,Oscoda County,10.1
2001,April,Michigan,Wayne County,4.6
2001,April,Michigan,Roscommon County,7.3
2001,April,Michigan,Alpena County,8.1
2001,April,Michigan,Jackson County,4.9
2001,April,Michigan,Saginaw County,5.5
2001,April,Michigan,Missaukee County,7.6
2001,April,Michigan,Genesee County,5.7
2001,April,Michigan,Hillsdale County,5.5
2001,April,Michigan,Cheboygan County,14
2001,April,Michigan,Wexford County,9.1
2001,April,Michigan,Berrien County,5.1
2001,April,Michigan,Oceana County,7.4
2001,April,Michigan,Oakland County,3.3
2001,April,Michigan,Lapeer County,4.8
2001,April,Michigan,Cass County,3.8
2001,April,Michigan,Allegan County,3.9
2001,April,Michigan,Crawford County,6.2
2001,April,Michigan,Bay County,5.2
2001,April,Michigan,Emmet County,7.4
2001,April,Michigan,Grand Traverse County,5.2
2001,April,Michigan,Isabella County,3.9
2001,April,Michigan,Houghton County,7.6
2001,April,Michigan,Muskegon County,5.7
2001,April,Michigan,Lake County,7.4
2001,April,Michigan,Chippewa County,8.8
2001,April,Michigan,Clinton County,3.1
2001,April,Michigan,Manistee County,6.5
2001,April,Michigan,Osceola County,6.4
2001,April,Michigan,Ottawa County,3.5
2001,April,Michigan,Lenawee County,4.4
2001,April,Michigan,Ionia County,4.6
2001,April,Michigan,Sanilac County,7.1
2001,April,Michigan,Gogebic County,9.1
2001,April,Michigan,Delta County,7.3
2001,April,Michigan,Otsego County,7.2
2001,April,Michigan,Montcalm County,4.9
2001,April,Michigan,Monroe County,4.1
2001,April,Michigan,Shiawassee County,5
